StudentId;SemesterId;SubjectId;YearsOfStudyId;FirstFifteenMinuteExam;SecondFifteenMinuteExam;ThirdFifteenMinuteExam;FirstFortyFiveMinuteExam;SecondFortyFiveMinuteExam;FinalExam;ModifiedDate
875;1;11;14;5,8;8,3;5,7;8,2;5,7;8,1;2023-07-26
875;1;12;14;7,9;5,9;9;7;5;8;2023-07-26
876;1;1;14;8,5;8,5;8,5;8,5;8,5;8,5;2023-07-26
876;1;2;14;7,3;5,5;8,8;7;5,2;8,5;2023-07-26
876;1;3;14;8,3;8,7;9,1;9,5;9,9;5,3;2023-07-26
876;1;4;14;5,4;6,7;8,1;9,4;5,8;7,1;2023-07-26
876;1;5;14;6,5;7,6;8,8;9,9;6,1;7,2;2023-07-26
876;1;6;14;8,2;6,4;9,7;8;6,3;9,6;2023-07-26
876;1;7;14;9,2;6,3;8,4;5,5;7,6;9,8;2023-07-26
876;1;8;14;7,1;7,8;8,4;9,1;9,7;5,4;2023-07-26
876;1;9;14;8,8;5,7;7,6;9,5;6,4;8,4;2023-07-26
876;1;10;14;6,9;5,3;8,8;7,2;5,6;9,1;2023-07-26
876;1;11;14;9,5;7,7;6;9,3;7,5;5,8;2023-07-26
876;1;12;14;6,1;6,2;6,3;6,3;6,4;6,4;2023-07-26
877;1;1;14;7,5;5;7,6;5,1;7,7;5,2;2023-07-26
877;1;2;14;9,9;8,5;7,1;5,6;9,2;7,8;2023-07-26
877;1;3;14;9,5;9,6;9,8;9,9;5;5,1;2023-07-26
877;1;4;14;7,4;8,6;9,9;6,1;7,4;8,6;2023-07-26
877;1;5;14;7,8;6;9,3;7,6;5,8;9,1;2023-07-26
877;1;6;14;9,5;8,3;7,1;5,9;9,7;8,5;2023-07-26
877;1;7;14;5,1;9,3;8,5;7,7;6,9;6,1;2023-07-26
877;1;8;14;8,2;8,3;8,4;8,4;8,5;8,6;2023-07-26
877;1;9;14;9,1;7,7;6,4;5;8,6;7,2;2023-07-26
877;1;10;14;7,6;8,5;9,5;5,4;6,4;7,3;2023-07-26
877;1;11;14;7,9;5,2;7,5;9,7;7;9,3;2023-07-26
877;1;12;14;5,7;8;5,3;7,6;5;7,3;2023-07-26
878;1;1;14;5,2;8,7;7,3;5,8;9,3;7,9;2023-07-26
878;1;2;14;9,9;9,8;9,6;9,5;9,3;9,2;2023-07-26
878;1;3;14;8,2;7,7;7,2;6,7;6,1;5,6;2023-07-26
878;1;4;14;7,3;8,9;5,4;7;8,5;5,1;2023-07-26
878;1;5;14;6,1;7,5;9;5,5;7;8,5;2023-07-26
878;1;6;14;9,8;6,7;8,6;5,5;7,3;9,2;2023-07-26
878;1;7;14;5,5;8,6;6,7;9,9;8;6,2;2023-07-26
878;1;8;14;7,9;7,1;6,4;5,6;9,9;9,1;2023-07-26
878;1;9;14;5,6;8,6;6,6;9,6;7,6;5,6;2023-07-26
878;1;10;14;9,4;5,1;5,7;6,4;7,1;7,8;2023-07-26
878;1;11;14;5,3;8,4;6,6;9,8;8;6,2;2023-07-26
878;1;12;14;8,5;9,4;5,3;6,3;7,2;8,1;2023-07-26
879;1;1;14;6,1;8,9;6,6;9,4;7,2;9,9;2023-07-26
879;1;2;14;7,9;7,8;7,7;7,6;7,5;7,4;2023-07-26
879;1;3;14;7,7;5,5;8,2;6;8,8;6,5;2023-07-26
879;1;4;14;7,7;9,4;6;7,7;9,4;6;2023-07-26
879;1;5;14;8,7;7,6;6,5;5,4;9,3;8,2;2023-07-26
879;1;6;14;5,2;9,4;8,6;7,8;7;6,2;2023-07-26
879;1;7;14;6;6,8;7,6;8,4;9,2;5;2023-07-26
879;1;8;14;5,8;6,2;6,7;7,2;7,7;8,2;2023-07-26
879;1;9;14;7,5;8,5;9,6;5,6;6,7;7,7;2023-07-26
879;1;10;14;9,3;6,1;7,9;9,7;6,5;8,3;2023-07-26
879;1;11;14;6,8;7,8;8,7;9,6;5,5;6,5;2023-07-26
879;1;12;14;6,1;6,2;6,3;6,4;6,5;6,6;2023-07-26
880;1;1;14;8,7;6,5;9,2;6,9;9,7;7,4;2023-07-26
880;1;2;14;7,1;6,2;5,4;9,6;8,7;7,9;2023-07-26
880;1;3;14;7,2;9,2;6,3;8,3;5,4;7,4;2023-07-26
880;1;4;14;7,3;5;7,6;5,3;8;5,7;2023-07-26
880;1;5;14;9,4;9,4;9,4;9,3;9,3;9,3;2023-07-26
880;1;6;14;7,5;9,9;7,3;9,7;7,1;9,5;2023-07-26
880;1;7;14;8,7;8,1;7,5;6,9;6,3;5,7;2023-07-26
880;1;8;14;5,9;9,9;9;8;7,1;6,1;2023-07-26
880;1;9;14;9,3;5,3;6,3;7,2;8,2;9,1;2023-07-26
880;1;10;14;7,6;5,7;8,8;6,8;9,9;8;2023-07-26
880;1;11;14;5,1;8;5,8;8,6;6,4;9,2;2023-07-26
880;1;12;14;6,5;7,8;9,1;5,4;6,7;8;2023-07-26
881;1;1;14;9,9;8,7;7,5;6,3;5,1;8,9;2023-07-26
881;1;2;14;6,8;7,4;7,9;8,5;9,1;9,6;2023-07-26
881;1;3;14;6;5,2;9,4;8,5;7,7;6,9;2023-07-26
881;1;4;14;8,9;9;9;9;9;9,1;2023-07-26
881;1;5;14;6,4;6,7;7;7,3;7,6;7,9;2023-07-26
881;1;6;14;6,6;5,6;9,6;8,6;7,6;6,6;2023-07-26
881;1;7;14;5,5;7,6;9,6;6,7;8,7;5,8;2023-07-26
881;1;8;14;8;9,9;6,8;8,7;5,5;7,4;2023-07-26
881;1;9;14;9,6;5;5,4;5,8;6,2;6,5;2023-07-26
881;1;10;14;5,9;5,1;9,4;8,6;7,8;7;2023-07-26
881;1;11;14;6,2;9,7;8,2;6,7;5,1;8,6;2023-07-26
881;1;12;14;9,8;8,2;6,6;5;8,3;6,7;2023-07-26
882;1;1;14;6,7;7,7;8,8;9,8;5,8;6,9;2023-07-26
882;1;2;14;7,3;9,9;7,4;9,9;7,5;5;2023-07-26
882;1;3;14;9,4;5,6;6,8;8;9,2;5,3;2023-07-26
882;1;4;14;8,9;8,3;7,7;7,1;6,5;5,9;2023-07-26
882;1;5;14;6,6;6,7;6,8;7;7,1;7,2;2023-07-26
882;1;6;14;7,1;8,9;5,7;7,5;9,3;6;2023-07-26
882;1;7;14;8,1;9,4;5,7;6,9;8,2;9,5;2023-07-26
882;1;8;14;5,9;7,6;9,3;6,1;7,8;9,5;2023-07-26
882;1;9;14;8;7;5,9;9,8;8,7;7,7;2023-07-26
882;1;10;14;7,1;6,5;5,9;5,2;9,6;9;2023-07-26
882;1;11;14;8,6;7,4;6,2;5;8,8;7,6;2023-07-26
882;1;12;14;8,9;6,2;8,6;5,9;8,2;5,5;2023-07-26
883;1;1;14;7,5;7,4;7,2;7,1;6,9;6,8;2023-07-26
883;1;2;14;8,2;8,6;9,1;9,5;9,9;5,4;2023-07-26
883;1;3;14;8,4;7,7;7;6,2;5,5;9,8;2023-07-26
883;1;4;14;8;8,6;9,2;9,8;5,4;6;2023-07-26
883;1;5;14;5,6;6,9;8,2;9,4;5,7;7;2023-07-26
883;1;6;14;9,4;8,5;7,6;6,7;5,9;5;2023-07-26
883;1;7;14;9,1;9,1;9;9;8,9;8,9;2023-07-26
883;1;8;14;8,4;8,1;7,8;7,5;7,2;6,9;2023-07-26
883;1;9;14;7,7;9,8;6,8;8,9;6;8,1;2023-07-26
883;1;10;14;6,1;7,6;9,1;5,6;7;8,5;2023-07-26
883;1;11;14;7,7;5,6;8,5;6,3;9,2;7,1;2023-07-26
883;1;12;14;6,9;5,2;8,5;6,9;5,2;8,5;2023-07-26
884;1;1;14;9,1;9,2;9,2;9,3;9,3;9,3;2023-07-26
884;1;2;14;7;7,8;8,6;9,3;5,1;5,9;2023-07-26
884;1;3;14;9,4;9,5;9,7;9,9;5,1;5,3;2023-07-26
884;1;4;14;5,9;7,9;9,9;7;9;6,1;2023-07-26
884;1;5;14;8,7;8,5;8,2;8;7,7;7,4;2023-07-26
884;1;6;14;8,7;7,8;6,8;5,9;9,9;9;2023-07-26
884;1;7;14;6,4;6,1;5,8;5,5;5,3;5;2023-07-26
884;1;8;14;7,7;6,3;9,8;8,3;6,8;5,3;2023-07-26
884;1;9;14;5,8;6,5;7,2;7,8;8,5;9,2;2023-07-26
884;1;10;14;7,3;6;9,6;8,3;7;5,7;2023-07-26
884;1;11;14;5,5;7,2;8,8;5,5;7,1;8,8;2023-07-26
884;1;12;14;7;9,5;6,9;9,4;6,8;9,3;2023-07-26
885;1;1;14;8;9,2;5,5;6,7;7,9;9,1;2023-07-26
885;1;2;14;9,8;9,8;9,8;9,8;9,8;9,7;2023-07-26
885;1;3;14;9,2;8,1;7,1;6;9,9;8,8;2023-07-26
885;1;4;14;7,2;6,4;5,5;9,7;8,9;8,1;2023-07-26
885;1;5;14;9,4;6,2;8;9,8;6,6;8,4;2023-07-26
885;1;6;14;9,2;5,3;6,4;7,5;8,6;9,7;2023-07-26
885;1;7;14;8,4;5,8;8,2;5,5;7,9;5,3;2023-07-26
885;1;8;14;7,8;7,2;6,6;6;5,4;9,9;2023-07-26
885;1;9;14;8,2;9,9;6,7;8,5;5,2;7;2023-07-26
885;1;10;14;7,1;8,9;5,7;7,6;9,4;6,3;2023-07-26
885;1;11;14;6,4;6,5;6,7;6,9;7;7,2;2023-07-26
885;1;12;14;8,1;8;7,9;7,7;7,6;7,4;2023-07-26
886;1;1;14;8,1;7,9;7,6;7,3;7,1;6,8;2023-07-26
886;1;2;14;7,4;8,9;5,3;6,8;8,2;9,7;2023-07-26
886;1;3;14;7,4;8;8,6;9,2;9,8;5,4;2023-07-26
886;1;4;14;5,2;6,4;7,7;9;5,2;6,5;2023-07-26
886;1;5;14;6,7;6;5,3;9,6;8,8;8,1;2023-07-26
886;1;6;14;7,8;6,5;5,3;9,1;7,9;6,7;2023-07-26
886;1;7;14;7,1;8,4;9,7;6;7,3;8,5;2023-07-26
886;1;8;14;5,5;5,1;9,6;9,2;8,8;8,3;2023-07-26
886;1;9;14;9,6;9,2;8,9;8,6;8,2;7,9;2023-07-26
886;1;10;14;7,5;5,4;8,2;6,1;8,9;6,8;2023-07-26
886;1;11;14;9,7;9;8,4;7,8;7,2;6,6;2023-07-26
886;1;12;14;9,6;8,9;8,2;7,6;6,9;6,2;2023-07-26
887;1;1;14;7,7;9,3;5,9;7,5;9,1;5,7;2023-07-26
887;1;2;14;7,2;6,4;5,7;9,9;9,2;8,4;2023-07-26
887;1;3;14;7,1;9,1;6,1;8,1;5;7;2023-07-26
887;1;4;14;9,3;9,1;9;8,9;8,7;8,6;2023-07-26
887;1;5;14;5,6;5,3;5;9,6;9,3;9;2023-07-26
887;1;6;14;5,8;6,1;6,4;6,7;7;7,2;2023-07-26
887;1;7;14;8,1;9,7;6,4;8;9,6;6,3;2023-07-26
887;1;8;14;5,2;6,4;7,6;8,7;9,9;6,1;2023-07-26
887;1;9;14;7,6;6,4;5,2;9;7,7;6,5;2023-07-26
887;1;10;14;6,4;8,2;5;6,8;8,6;5,5;2023-07-26
887;1;11;14;9,9;9,3;8,7;8,1;7,5;6,9;2023-07-26
887;1;12;14;5,7;7;8,3;9,6;5,9;7,2;2023-07-26
888;1;1;14;5,1;5,3;5,5;5,7;5,9;6,1;2023-07-26
888;1;2;14;6,9;7,7;8,4;9,2;5;5,8;2023-07-26
888;1;3;14;8,9;6,8;9,7;7,6;5,5;8,4;2023-07-26
888;1;4;14;8,4;9,4;5,4;6,4;7,4;8,4;2023-07-26
888;1;5;14;7,6;6,7;5,9;5;9,1;8,2;2023-07-26
888;1;6;14;9,9;8,3;6,8;5,2;8,7;7,1;2023-07-26
888;1;7;14;8,7;5,2;6,8;8,3;9,9;6,5;2023-07-26
888;1;8;14;7;5,2;8,4;6,6;9,8;8;2023-07-26
888;1;9;14;5,6;6,2;6,8;7,4;8;8,7;2023-07-26
888;1;10;14;6,2;6,5;6,8;7,1;7,5;7,8;2023-07-26
888;1;11;14;7,7;5;7,3;9,6;6,9;9,2;2023-07-26
888;1;12;14;6,2;9,5;7,8;6,1;9,4;7,7;2023-07-26
889;1;1;14;6,3;9,7;8,2;6,6;5,1;8,6;2023-07-26
889;1;2;14;6,2;9,6;8,1;6,5;5;8,4;2023-07-26
889;1;3;14;6;5,2;9,4;8,7;7,9;7,1;2023-07-26
889;1;4;14;8;9,9;6,8;8,7;5,6;7,5;2023-07-26
889;1;5;14;5,1;7,5;9,9;7,3;9,7;7,1;2023-07-26
889;1;6;14;9,9;7;9,1;6,2;8,3;5,4;2023-07-26
889;1;7;14;7,4;5,2;8;5,7;8,5;6,3;2023-07-26
889;1;8;14;5,5;8,8;7,2;5,5;8,9;7,3;2023-07-26
889;1;9;14;5,1;5,7;6,3;6,9;7,5;8,1;2023-07-26
889;1;10;14;9,6;9,2;8,8;8,4;7,9;7,5;2023-07-26
889;1;11;14;9,5;7;9,6;7,1;9,7;7,3;2023-07-26
889;1;12;14;7,2;9,7;7,3;9,9;7,4;5;2023-07-26
890;1;1;14;7;6,1;5,2;9,4;8,5;7,6;2023-07-26
890;1;2;14;9,1;6,6;9,1;6,6;9,1;6,6;2023-07-26
890;1;3;14;7,1;6,9;6,6;6,3;6,1;5,8;2023-07-26
890;1;4;14;7,4;8,8;5,3;6,8;8,2;9,7;2023-07-26
890;1;5;14;8,9;9,1;9,3;9,5;9,8;5;2023-07-26
890;1;6;14;6,1;5,1;9,1;8,1;7,1;6,1;2023-07-26
890;1;7;14;5,5;6,6;7,6;8,7;9,8;5,8;2023-07-26
890;1;8;14;6,7;9,6;7,6;5,5;8,4;6,3;2023-07-26
890;1;9;14;7,4;9,5;6,6;8,6;5,7;7,8;2023-07-26
890;1;10;14;6,6;5,9;5,2;9,5;8,8;8,1;2023-07-26
890;1;11;14;5,1;6,1;7,2;8,2;9,3;5,3;2023-07-26
890;1;12;14;9,8;8,3;6,8;5,3;8,8;7,3;2023-07-26
891;1;1;14;8,8;9,7;5,5;6,4;7,3;8,2;2023-07-26
891;1;2;14;8,6;8,9;9,2;9,5;9,8;5,1;2023-07-26
891;1;3;14;7,8;8,3;8,7;9,2;9,6;5,1;2023-07-26
891;1;4;14;9,6;5,8;7,1;8,3;9,5;5,7;2023-07-26
891;1;5;14;8,8;5,1;6,4;7,7;9;5,3;2023-07-26
891;1;6;14;7,6;8,7;9,9;6,1;7,3;8,5;2023-07-26
891;1;7;14;9;7,7;6,4;5,1;8,8;7,5;2023-07-26
891;1;8;14;6,5;7,8;9,1;5,3;6,6;7,9;2023-07-26
891;1;9;14;9,5;6,4;8,3;5,3;7,2;9,2;2023-07-26
891;1;10;14;5,9;9,6;8,2;6,9;5,6;9,3;2023-07-26
891;1;11;14;7,9;9,3;5,8;7,2;8,6;5;2023-07-26
891;1;12;14;9,4;5,6;6,8;8,1;9,3;5,5;2023-07-26
892;1;1;14;9,8;5,8;6,9;7,9;9;5,1;2023-07-26
892;1;2;14;5;9,8;9,5;9,3;9;8,7;2023-07-26
892;1;3;14;5;8,8;7,6;6,4;5,2;9;2023-07-26
892;1;4;14;7,6;9,3;6;7,7;9,4;6,1;2023-07-26
892;1;5;14;8,9;8;7;6;5,1;9,1;2023-07-26
892;1;6;14;9,4;5,5;6,5;7,5;8,5;9,5;2023-07-26
892;1;7;14;5,5;6,2;6,9;7,6;8,3;9;2023-07-26
892;1;8;14;5,4;6,1;6,7;7,3;7,9;8,6;2023-07-26
892;1;9;14;7,4;5,6;8,8;7;5,2;8,4;2023-07-26
892;1;10;14;6,7;7;7,4;7,7;8,1;8,4;2023-07-26
892;1;11;14;6,4;8,3;5,1;7;8,9;5,7;2023-07-26
892;1;12;14;8,4;5,1;6,7;8,3;9,9;6,6;2023-07-26
893;1;1;14;7,7;6,4;5,1;8,8;7,6;6,3;2023-07-26
893;1;2;14;6,2;6,3;6,4;6,5;6,6;6,7;2023-07-26
893;1;3;14;8,1;6,1;9;7;5;8;2023-07-26
893;1;4;14;9,4;6;7,7;9,3;5,9;7,5;2023-07-26
893;1;5;14;5,6;9,9;9,1;8,4;7,6;6,9;2023-07-26
893;1;6;14;5,9;5,3;9,7;9,1;8,4;7,8;2023-07-26
893;1;7;14;8,7;5;6,2;7,4;8,7;9,9;2023-07-26
893;1;8;14;9,6;8,7;7,9;7,1;6,2;5,4;2023-07-26
893;1;9;14;6,1;8,5;5,9;8,3;5,7;8,1;2023-07-26
893;1;10;14;6,1;6,9;7,6;8,3;9,1;9,8;2023-07-26
893;1;11;14;9,2;5,2;6,2;7,2;8,2;9,3;2023-07-26
893;1;12;14;6,4;8,5;5,6;7,7;9,8;6,9;2023-07-26
894;1;1;14;7;8,7;5,3;7;8,6;5,3;2023-07-26
894;1;2;14;7,7;9,3;5,8;7,4;9;5,6;2023-07-26
894;1;3;14;6,6;8,7;5,7;7,8;9,9;7;2023-07-26
894;1;4;14;7,5;6,9;6,3;5,8;5,2;9,6;2023-07-26
894;1;5;14;5,6;6,5;7,3;8,2;9,1;9,9;2023-07-26
894;1;6;14;7,9;9,2;5,5;6,7;8;9,3;2023-07-26
894;1;7;14;7,7;8,3;8,9;9,5;5,2;5,8;2023-07-26
894;1;8;14;6,1;6,5;7;7,4;7,9;8,3;2023-07-26
894;1;9;14;6,2;7,2;8,3;9,4;5,4;6,5;2023-07-26
894;1;10;14;7,7;6,2;9,7;8,2;6,7;5,3;2023-07-26
894;1;11;14;7,6;8;8,4;8,8;9,2;9,6;2023-07-26
894;1;12;14;8,8;9,3;9,8;5,2;5,7;6,2;2023-07-26
895;1;1;14;6;6,2;6,4;6,6;6,8;7,1;2023-07-26
895;1;2;14;7,8;7,2;6,6;6;5,4;9,7;2023-07-26
895;1;3;14;7,7;6,6;5,5;9,4;8,3;7,2;2023-07-26
895;1;4;14;7,9;9;5;6,1;7,1;8,2;2023-07-26
895;1;5;14;6,1;9,7;8,3;6,9;5,5;9,1;2023-07-26
895;1;6;14;9,6;5;5,4;5,8;6,3;6,7;2023-07-26
895;1;7;14;7,3;7,6;7,9;8,2;8,5;8,8;2023-07-26
895;1;8;14;7;7,6;8,1;8,7;9,2;9,7;2023-07-26
895;1;9;14;7,2;5,6;9;7,5;5,9;9,3;2023-07-26
895;1;10;14;9,3;8,2;7;5,8;9,7;8,5;2023-07-26
895;1;11;14;6,9;9,4;6,9;9,4;6,9;9,4;2023-07-26
895;1;12;14;7,5;8,7;9,9;6,1;7,3;8,5;2023-07-26
896;1;1;14;9,4;7,6;5,8;9;7,2;5,4;2023-07-26
896;1;2;14;9,5;6,6;8,7;5,8;7,9;5;2023-07-26
896;1;3;14;5,8;7,8;9,9;6,9;8,9;6;2023-07-26
896;1;4;14;8,5;6;8,6;6,2;8,7;6,3;2023-07-26
896;1;5;14;7,1;9,5;7;9,4;6,9;9,3;2023-07-26
896;1;6;14;8,3;5,5;7,8;5,1;7,3;9,6;2023-07-26
896;1;7;14;8,2;7,1;5,9;9,7;8,6;7,4;2023-07-26
896;1;8;14;8,6;8,9;9,2;9,6;9,9;5,2;2023-07-26
896;1;9;14;5,8;9,5;8,3;7;5,7;9,4;2023-07-26
896;1;10;14;8,6;5,2;6,9;8,6;5,3;7;2023-07-26
896;1;11;14;5,5;5,6;5,6;5,6;5,7;5,7;2023-07-26
896;1;12;14;6,2;8,6;6,1;8,6;6;8,5;2023-07-26
897;1;1;14;7,8;6,7;5,7;9,6;8,6;7,5;2023-07-26
897;1;2;14;7,9;9,2;5,5;6,8;8,1;9,4;2023-07-26
897;1;3;14;9,8;9,5;9,3;9,1;8,8;8,6;2023-07-26
897;1;4;14;9,4;6,4;8,3;5,2;7,2;9,1;2023-07-26
897;1;5;14;9;8,7;8,4;8,1;7,8;7,6;2023-07-26
897;1;6;14;5,3;6,7;8,1;9,5;6;7,4;2023-07-26
897;1;7;14;7,2;7,8;8,3;8,9;9,4;5;2023-07-26
897;1;8;14;9,9;5,2;5,4;5,6;5,8;6;2023-07-26
897;1;9;14;8,6;8,3;8;7,7;7,4;7,1;2023-07-26
897;1;10;14;9,2;6,7;9,2;6,7;9,3;6,8;2023-07-26
897;1;11;14;8,3;9,7;6,2;7,6;9;5,4;2023-07-26
897;1;12;14;7,8;7,6;7,5;7,4;7,2;7,1;2023-07-26
898;1;1;14;8,1;8,6;9,1;9,6;5,1;5,6;2023-07-26
898;1;2;14;5,7;5,9;6,1;6,3;6,5;6,7;2023-07-26
898;1;3;14;8,5;9;9,6;5,1;5,7;6,2;2023-07-26
898;1;4;14;6,4;8,4;5,4;7,4;9,4;6,3;2023-07-26
898;1;5;14;8,8;9,2;9,6;5,1;5,5;5,9;2023-07-26
898;1;6;14;7,1;7,6;8;8,5;9;9,5;2023-07-26
898;1;7;14;9,2;7,9;6,5;5,2;8,9;7,6;2023-07-26
898;1;8;14;7,6;5,5;8,3;6,1;8,9;6,8;2023-07-26
898;1;9;14;5,8;9,8;8,9;8;7,1;6,2;2023-07-26
898;1;10;14;9;9,9;5,8;6,7;7,5;8,4;2023-07-26
898;1;11;14;8;9,2;5,5;6,7;7,9;9,1;2023-07-26
898;1;12;14;6;9,8;8,6;7,4;6,2;9,9;2023-07-26
899;1;1;14;7,1;6,3;5,5;9,8;9;8,3;2023-07-26
899;1;2;14;9,1;7,2;5,3;8,3;6,4;9,4;2023-07-26
899;1;3;14;8,9;6,9;9,9;7,9;5,9;8,9;2023-07-26
899;1;4;14;7,9;6,7;5,5;9,3;8,1;6,9;2023-07-26
899;1;5;14;9,4;9,1;8,8;8,5;8,1;7,8;2023-07-26
899;1;6;14;8,9;9;9,1;9,2;9,2;9,3;2023-07-26
899;1;7;14;8;9,7;6,5;8,2;5;6,7;2023-07-26
899;1;8;14;7,4;5,9;9,5;8;6,5;5;2023-07-26
899;1;9;14;7,2;6,6;5,9;5,3;9,6;9;2023-07-26
899;1;10;14;6,5;7,9;9,4;5,8;7,2;8,6;2023-07-26
899;1;11;14;5,1;7,2;9,3;6,4;8,5;5,6;2023-07-26
899;1;12;14;8,1;5,4;7,7;5;7,3;9,7;2023-07-26
900;1;1;14;9,8;5,4;6,1;6,7;7,4;8,1;2023-07-26
900;1;2;14;7,9;6,2;9,6;7,9;6,3;9,7;2023-07-26
900;1;3;14;8;8,8;9,7;5,5;6,3;7,1;2023-07-26
900;1;4;14;6,8;8,9;5,9;7,9;9,9;6,9;2023-07-26
900;1;5;14;7,1;5,4;8,6;6,9;5,2;8,4;2023-07-26
900;1;6;14;6,9;9,2;6,5;8,8;6,1;8,3;2023-07-26
900;1;7;14;8,8;5,3;6,8;8,3;9,8;6,3;2023-07-26
900;1;8;14;5,2;5,9;6,6;7,3;7,9;8,6;2023-07-26
900;1;9;14;6,1;6,8;7,5;8,1;8,8;9,5;2023-07-26
900;1;10;14;8;5,2;7,3;9,5;6,7;8,8;2023-07-26
900;1;11;14;5,3;7,3;9,4;6,5;8,6;5,7;2023-07-26
900;1;12;14;6,3;8,6;5,8;8,1;5,3;7,6;2023-07-26
901;1;1;14;9,7;6,5;8,2;9,9;6,6;8,3;2023-07-26
901;1;2;14;6,7;8,6;5,4;7,3;9,1;6;2023-07-26
901;1;3;14;9,7;9,6;9,6;9,5;9,4;9,3;2023-07-26
901;1;4;14;8,7;6,9;5,2;8,4;6,7;9,9;2023-07-26
901;1;5;14;9,3;7,3;5,3;8,4;6,4;9,4;2023-07-26
901;1;6;14;7,8;5,1;7,3;9,5;6,7;8,9;2023-07-26
901;1;7;14;5,4;8,7;7,1;5,5;8,9;7,3;2023-07-26
901;1;8;14;8,7;6,8;9,9;7,9;6;9,1;2023-07-26
901;1;9;14;9,9;9,9;5;5,1;5,2;5,2;2023-07-26
901;1;10;14;8,7;9,7;5,6;6,6;7,6;8,6;2023-07-26
901;1;11;14;7,3;5;7,7;5,4;8,1;5,8;2023-07-26
901;1;12;14;9,8;6,4;8,1;9,8;6,4;8,1;2023-07-26
902;1;1;14;6,3;9,7;8,2;6,6;5;8,4;2023-07-26
902;1;2;14;9,3;6,1;7,8;9,6;6,3;8,1;2023-07-26
902;1;3;14;5,5;6;6,5;7,1;7,6;8,1;2023-07-26
902;1;4;14;9,6;9,3;8,9;8,5;8,1;7,8;2023-07-26
902;1;5;14;6,2;6,9;7,7;8,5;9,2;5;2023-07-26
902;1;6;14;5,8;8,7;6,7;9,6;7,5;5,4;2023-07-26
902;1;7;14;5,5;6;6,5;7;7,6;8,1;2023-07-26
902;1;8;14;6,6;5,6;9,7;8,8;7,8;6,9;2023-07-26
902;1;9;14;5,6;8,7;6,8;9,9;8;6,1;2023-07-26
902;1;10;14;5,4;8,6;6,8;5,1;8,3;6,5;2023-07-26
902;1;11;14;6,6;8;9,3;5,6;6,9;8,2;2023-07-26
902;1;12;14;5,9;7,9;5;7,1;9,1;6,2;2023-07-26
903;1;1;14;9;8,7;8,3;8;7,6;7,3;2023-07-26
903;1;2;14;7,3;9;5,6;7,3;8,9;5,6;2023-07-26
903;1;3;14;5,5;5,1;9,6;9,2;8,7;8,3;2023-07-26
903;1;4;14;8,8;5,6;7,4;9,2;6;7,8;2023-07-26
903;1;5;14;5,2;9,6;8,9;8,3;7,7;7;2023-07-26
903;1;6;14;7,8;8,3;8,8;9,4;9,9;5,4;2023-07-26
903;1;7;14;9,9;8;6,1;9,2;7,3;5,4;2023-07-26
903;1;8;14;9;6,1;8,2;5,2;7,3;9,4;2023-07-26
903;1;9;14;8,8;9,8;5,8;6,8;7,7;8,7;2023-07-26
903;1;10;14;7,5;8,3;9;9,8;5,6;6,3;2023-07-26
903;1;11;14;8,1;5,1;7,2;9,3;6,4;8,5;2023-07-26
903;1;12;14;7,6;5,4;8,3;6,1;8,9;6,8;2023-07-26
904;1;1;14;9,2;9,3;9,5;9,6;9,8;5;2023-07-26
904;1;2;14;9,2;7,7;6,2;9,7;8,3;6,8;2023-07-26
904;1;3;14;8,1;8,6;9,1;9,6;5,1;5,6;2023-07-26
904;1;4;14;9,3;6,5;8,6;5,7;7,9;5;2023-07-26
904;1;5;14;6,1;9,2;7,2;5,2;8,3;6,3;2023-07-26
904;1;6;14;6,4;5,4;9,4;8,4;7,4;6,4;2023-07-26
904;1;7;14;8,2;5,4;7,6;9,9;7,1;9,4;2023-07-26
904;1;8;14;6;5,7;5,4;5,1;9,7;9,4;2023-07-26
904;1;9;14;5,5;6,2;6,8;7,5;8,2;8,8;2023-07-26
904;1;10;14;8,2;7,3;6,5;5,7;9,8;9;2023-07-26
904;1;11;14;5,5;9,1;7,7;6,3;9,9;8,5;2023-07-26
904;1;12;14;7,7;9,2;5,8;7,3;8,8;5,3;2023-07-26
905;1;1;14;6,3;8,1;9,9;6,7;8,4;5,2;2023-07-26
905;1;2;14;9,1;6;7,9;9,7;6,6;8,5;2023-07-26
905;1;3;14;9;8,9;8,8;8,7;8,7;8,6;2023-07-26
905;1;4;14;5,2;8;5,8;8,5;6,3;9;2023-07-26
905;1;5;14;7,4;9,1;5,7;7,4;9,1;5,7;2023-07-26
905;1;6;14;8,6;6,7;9,7;7,7;5,7;8,7;2023-07-26
905;1;7;14;5,7;9,9;9;8,2;7,3;6,5;2023-07-26
905;1;8;14;9,3;7,8;6,3;9,8;8,3;6,8;2023-07-26
905;1;9;14;5,1;5,6;6,1;6,7;7,2;7,7;2023-07-26
905;1;10;14;8,8;6,7;9,5;7,4;5,2;8;2023-07-26
905;1;11;14;9,6;8,2;6,8;5,4;9;7,6;2023-07-26
905;1;12;14;7;8,3;9,7;6;7,4;8,7;2023-07-26
906;1;1;14;7,3;9,9;7,6;5,3;7,9;5,6;2023-07-26
906;1;2;14;6,5;8,1;9,7;6,3;7,9;9,5;2023-07-26
906;1;3;14;8,5;7,2;5,9;9,6;8,3;7;2023-07-26
906;1;4;14;7;6,6;6,1;5,7;5,2;9,8;2023-07-26
